area,density,crit. CV,crit. peak,TW,L,s,speed,circuity,cap,mrt,veh,veh-hrs,veh-km
7043.7,0.030098,0.28275,26,44,481,4,32,1.2299,11,1.9378,4.158883083,6.110002853,9.575738756
1968.8,0.21181,0.35828,57,39,453,5,22,1.1785,8,1.6013,4.615120517,6.516518467,9.60756092
6104.6,0.036366,0.15007,28,21,417,5,15,1.2873,8,2.6313,5.347107531,7.45512496,10.16317516
1488.1,0.28694,0.60013,76,41,515,6,34,1.2149,6,2.8504,4.077537444,5.985899089,9.512259613
5232.8,0.044336,0.80966,35,18,563,2,15,1.393,9,2.658,5.176149733,7.389255073,10.09730527
1074.6,0.40665,0.34767,61,35,386,5,25,1.3809,5,2.9683,4.442651256,6.21965534,9.438531165
4428,0.054878,0.76404,35,32,576,3,17,1.3231,8,2.3909,4.691347882,6.860873293,9.694086637
728.3,0.61513,0.3219,71,34,562,7,15,1.3967,9,1.7373,4.65396035,6.670715622,9.378765824
3690.4,0.068556,0.29017,31,17,446,6,15,1.043,5,1.6254,5.062595033,6.961580366,9.669630567
449.12,1.0198,0.46833,75,15,451,3,29,1.3625,12,2.6752,3.931825633,5.695649491,9.062945321
3020,0.087086,0.23408,30,15,430,2,10,1.1751,10,2.7467,5.455321115,7.537696384,9.840281477
237.1,1.9739,0.45954,67,36,511,3,40,1.3198,8,1.6429,3.433987204,5.206256901,8.895136355
2416.7,0.11338,0.19521,33,56,385,8,25,1.4732,12,1.5025,4.770684624,6.530221436,9.749097261
6876,0.069663,0.38972,73,20,496,3,29,1.1835,11,2.7438,4.934473933,6.950718978,10.31801481
1880.6,0.15102,0.30198,32,59,386,3,32,1.1334,6,2.9803,3.828641396,5.590352451,9.056088354
5948.6,0.082205,0.60448,88,48,577,5,11,1.1704,10,2.3733,5.996452089,8.389382547,10.78727782
1411.6,0.20828,0.67113,44,43,506,5,30,1.1777,7,2.2401,3.737669618,5.645305545,9.046502927
5088.3,0.098068,0.63905,95,26,487,7,33,1.3578,7,1.7127,4.997212274,6.952728645,10.44923621
1009.7,0.30107,0.3641,38,35,461,3,12,1.2041,7,2.8199,4.465908119,6.412540503,8.897447153
4295.2,0.02561,0.67956,22,26,540,4,38,1.1693,9,2.4931,3.17805383,5.123547226,8.761133386
675.05,0.46663,0.61016,47,18,585,3,27,1.3218,12,2.5247,3.583518938,5.53634953,8.832186396
3569.3,0.03362,0.54483,24,59,509,7,18,1.3185,9,2.9268,4.060443011,6.127371241,9.017742999
407.52,0.7975,0.47341,36,41,431,3,16,1.0715,12,2.1121,3.828641396,5.583759432,8.356348154
2910.5,0.044666,0.4375,23,40,527,3,17,1.2114,5,2.1341,3.871201011,5.900472531,8.733685875
207.15,1.6172,0.14735,34,31,524,7,15,1.285,11,1.5721,3.951243719,5.835892024,8.543942225
2318.9,0.060806,0.13382,19,58,544,4,33,1.3727,10,2.8142,3.135494216,5.169972501,8.666480062
6710.3,0.051563,0.54848,45,35,377,7,20,1.0277,9,2.7695,5.509388337,7.333937629,10.3296699
1794.4,0.084152,0.097808,19,54,584,4,20,1.0244,12,2.0518,3.33220451,5.405556117,8.401288391
5794.5,0.061437,0.24223,38,39,456,2,35,1.4203,9,2.2351,4.584967479,6.517553098,10.07290116
1337,0.12042,0.2117,22,22,584,2,25,1.4645,4,2.3372,3.401197382,5.427765434,8.646641259
4945.9,0.074,0.3878,48,48,363,6,37,1.2925,13,2.4614,4.718498871,6.43982949,10.0507474
946.86,0.18165,0.29102,28,23,483,5,26,1.1466,8,1.8061,3.465735903,5.245338442,8.50343498
4164.5,0.090527,0.29305,44,48,574,5,12,1.4313,12,2.6529,5.683579767,8.007500259,10.49240691
623.83,0.29175,0.42319,31,29,571,5,38,1.2487,8,2.6945,3.091042453,4.814539304,8.452125464
3450.2,0.11217,0.69311,74,21,565,5,12,1.2199,9,1.6095,5.521460918,7.688638574,10.17354522
367.95,0.52182,0.16202,24,55,444,2,28,1.3303,11,2.9523,2.890371758,4.686934488,8.019138998
2803.1,0.14163,0.52075,59,52,506,4,36,1.2851,6,2.8784,4.060443011,6.066896642,9.650415581
179.22,1.1327,0.11745,25,49,391,5,11,1.2694,8,2.2904,3.663561646,5.399609618,7.797504891
2223.1,0.18353,0.53134,66,35,387,8,22,1.1196,8,1.8989,4.882801923,6.637297349,9.728339802
6546.6,0.032536,0.31672,33,39,425,3,27,1.4939,11,2.1019,4.820281566,6.714849911,10.01068678
1710.2,0.24441,0.48766,62,33,437,6,35,1.2675,12,2.4798,4.234106505,6.098119225,9.653467286
5642.5,0.039522,0.17462,26,43,367,6,39,1.0293,9,1.7133,4.143134726,5.812158439,9.475720085
1264.5,0.33846,0.42549,55,34,567,4,40,1.2779,5,1.5461,3.871201011,5.811021225,9.499900679
4805.5,0.048694,0.17661,29,38,570,8,14,1.4833,7,1.8475,5.236441963,7.526394407,10.16545174
886,0.49549,0.6711,88,25,416,2,36,1.0246,13,1.7049,3.891820298,5.454637121,9.038156059
4035.7,0.06046,0.68662,35,23,475,6,32,1.14,9,1.7082,4.189654742,5.990789319,9.456525222
574.62,0.78139,0.92151,108,19,466,8,30,1.3517,7,2.9194,4.304065093,6.000993997,9.402191379
3333.1,0.076205,0.61171,33,37,538,5,32,1.4261,10,2.9043,3.931825633,6.00470155,9.470437453
330.39,1.3893,0.73701,101,42,465,2,31,1.46,9,2.46,3.63758616,5.378098502,8.812085706
2697.6,0.098235,0.23324,31,39,549,8,28,1.4435,5,1.9548,4.17438727,6.233096137,9.565300647
7344.5,0.063993,0.63646,85,23,458,6,38,1.4237,10,2.8714,5.010635294,6.950048191,10.58763435
2129.3,0.12915,0.70743,42,24,581,6,18,1.1849,11,2.6166,4.158883083,6.31347558,9.203847338
6384.9,0.075177,0.59909,93,25,539,5,28,1.0138,6,1.6875,4.812184355,6.83361346,10.16581797
1628.1,0.17505,0.24422,33,36,494,6,39,1.4062,11,1.6855,3.871201011,5.703815807,9.367377454
5492.5,0.089213,0.44707,85,46,494,6,28,1.1902,10,2.983,4.820281566,6.86248591,10.19469042
1194,0.2479,0.5381,42,46,491,5,18,1.4935,12,2.8473,4.248495242,6.259332867,9.149704625
4667.2,0.02164,0.28748,14,45,553,2,10,1.4612,11,2.5182,4.59511985,7.053239946,9.355825039
827.16,0.36994,0.19281,33,37,480,8,28,1.2054,12,1.976,3.891820298,5.72280048,9.055004991
3909,0.028396,0.40737,19,28,504,4,20,1.153,11,2.1779,3.80666249,5.729092783,8.724825056
527.43,0.59913,0.59083,47,58,410,2,38,1.2448,7,2.4934,3.33220451,5.001459996,8.639046156
3218,0.037601,0.58269,23,15,448,3,16,1.2349,8,1.6869,4.465908119,6.314923911,9.087512633
294.85,1.109,0.56603,48,36,445,2,32,1.2222,10,2.645,3.295836866,4.895074787,8.36081069
2594.2,0.050883,0.52207,26,20,579,7,24,1.1355,9,2.841,3.496507561,5.525930913,8.703984743
7173.2,0.04698,0.4464,43,20,553,2,31,1.445,9,1.568,4.744932128,6.795806441,10.22979365
2037.5,0.069693,0.091558,18,43,372,4,39,1.4753,5,1.807,3.526360525,5.215533405,8.879095051
6225.3,0.055741,0.43817,41,50,506,7,35,1.2704,5,2.8011,4.454347296,6.487790558,10.04313862
1548,0.098193,0.30176,22,52,474,7,20,1.0839,11,1.7192,3.610917913,5.495404376,8.491136649
5344.5,0.066985,0.37518,44,45,499,8,36,1.1284,8,2.1509,4.394449155,6.370602791,9.95412173
1125.6,0.14481,0.2357,22,47,440,2,40,1.2328,10,2.532,2.995732274,4.716174744,8.405054198
4530.8,0.081221,0.65748,64,47,547,5,31,1.456,5,1.9244,4.532599493,6.607663186,10.04165039
770.35,0.22457,0.25343,25,52,446,6,30,1.3347,12,1.9347,3.401197382,5.183972165,8.585169546
3784.3,0.099885,0.59323,66,36,451,3,18,1.2784,9,2.1941,5.220355825,7.184098307,10.07447006
482.27,0.37946,0.29101,27,32,470,4,21,1.0506,7,2.9294,3.295836866,5.029784113,8.074306551
3105,0.12496,0.3291,44,47,420,4,19,1.2108,6,1.9807,5.093750201,6.965929843,9.910368822
261.34,0.74233,0.17538,24,20,538,3,32,1.0502,6,1.6281,2.63905733,4.485981162,7.951717065
2492.8,0.16006,0.79722,72,46,505,3,20,1.2375,11,2.3121,4.543294782,6.562571204,9.558303478
7003.9,0.029126,0.21461,26,52,470,8,28,1.0832,13,2.1017,4.290459441,6.237249829,9.569454339
1947.8,0.20998,0.53552,58,22,432,7,39,1.0944,9,2.0296,4.317488114,5.997918674,9.66148032
1469.9,0.28506,0.73293,88,44,546,4,37,1.4106,5,2.1747,3.988984047,5.918920736,9.529838648
5198.5,0.043282,0.27204,29,29,462,6,33,1.3997,5,2.8405,4.276666119,6.193670427,9.690177989
1059.1,0.40599,0.76746,71,59,480,3,13,1.4874,4,1.9604,4.912654886,6.913637942,9.4785873
4396.5,0.053451,0.39967,36,28,438,7,13,1.483,11,1.7029,5.433722004,7.666924255,10.23187361
715.56,0.61491,0.43233,67,21,585,3,29,1.3573,4,2.7552,3.850147602,5.813413857,9.180709687
3661.7,0.066909,0.20455,31,41,451,7,31,1.0034,9,1.5028,4.094344562,5.889127235,9.323114439
439.13,1.0248,0.7015,91,23,597,6,33,1.438,8,2.0758,3.951243719,5.772593107,9.269100669
2994,0.085505,0.28539,33,20,405,4,23,1.4105,8,2.6906,4.779123493,6.585619778,9.721113994
229.85,2.0057,0.46668,76,59,536,4,15,1.1445,11,2.2505,3.871201011,5.774924147,8.482974348
2393.4,0.11114,0.41782,32,59,397,8,18,1.261,8,1.9968,4.912654886,6.724144892,9.61451665
6836.7,0.068893,0.75367,106,17,448,5,37,1.2558,9,2.5501,4.86753445,6.769825657,10.38074357
1860,0.14838,0.38635,35,17,418,3,17,1.1762,4,1.9417,4.634728988,6.423311896,9.256525241
5912,0.081359,0.55736,88,31,492,3,12,1.2166,7,2.2644,6.059123196,8.361871827,10.84677848
1393.8,0.20591,0.3938,34,51,374,5,12,1.2596,12,1.5806,5.220355825,6.995033287,9.479939937
5054.6,0.097338,0.48294,79,54,422,4,25,1.4494,5,1.6297,5.459585514,7.342973345,10.56184917
994.72,0.29858,0.57397,44,58,519,7,14,1.2786,5,1.505,4.356708827,6.411046213,9.050103542
4264.2,0.02392,0.54822,20,20,418,7,15,1.4832,6,1.629,4.584967479,6.665199524,9.373249725
662.78,0.4632,0.4692,41,21,437,5,34,1.2432,7,1.669,3.828641396,5.465313757,8.991674282
3541,0.031629,0.36335,18,29,571,2,28,1.155,10,2.2177,3.258096538,5.239787424,8.571991935
398,0.79899,0.76785,53,15,415,5,17,1.3012,4,2.3222,4.17438727,5.904925786,8.73813913
2885,0.042635,0.75376,30,26,449,4,24,1.4341,6,2.5544,3.891820298,5.738763444,8.916817274
200.38,1.6369,0.26795,35,45,522,4,20,1.0798,8,1.6811,3.433987204,5.243966772,8.239699045
2296.1,0.057925,0.25386,21,57,409,3,15,1.3679,11,1.5162,4.477336814,6.322690905,9.030741106
6671.5,0.050664,0.29053,41,52,563,6,37,1.1522,9,2.316,4.158883083,6.264007601,9.874925513
1774.3,0.080593,0.159,20,40,547,3,15,1.1874,5,1.7286,3.737669618,5.765723876,8.473774077
5758.5,0.060606,0.30857,40,50,571,7,18,1.0602,6,1.9128,4.859812404,7.019386095,9.909757853
1319.8,0.11669,0.2201,20,28,484,2,36,1.3466,13,2.541,3.17805383,4.957586073,8.541105011
4912.6,0.073077,0.66752,58,19,515,7,12,1.1825,12,2.7289,5.720311777,7.927829283,10.41273593
932.32,0.17591,0.16206,20,34,546,8,17,1.2216,9,2.8585,3.583518938,5.590613777,8.423827121
4133.9,0.089261,0.40631,53,19,559,5,39,1.1765,10,2.8998,4.110873864,6.096635045,9.760196691
612.03,0.2843,0.34961,27,33,499,7,17,1.0842,11,2.233,3.583518938,5.374213026,8.20742637
3422.4,0.11103,0.31408,47,22,421,7,38,1.4449,8,2.3912,4.605170186,6.434321774,10.07190793
358.9,0.51546,0.15319,23,24,584,7,37,1.2436,13,2.4235,3.044522438,4.827833622,8.438751535
2778,0.14039,0.84786,80,54,438,4,32,1.1208,11,1.6527,4.290459441,6.120187523,9.585923426
7476.7,0.026081,0.23914,29,21,500,5,18,1.0633,5,1.9436,4.836281907,6.868744144,9.759115902
2200.8,0.18176,0.75313,81,32,488,6,11,1.0073,5,1.912,5.153291594,7.159447414,9.557342686
6508.2,0.031498,0.21312,26,21,392,6,33,1.4541,10,2.5668,4.779123493,6.544573497,10.04108106
1690.7,0.2431,0.56569,63,34,542,5,13,1.1639,13,2.6681,4.787491743,6.913538524,9.478487881
5606.9,0.038524,0.23177,29,32,389,6,24,1.0091,7,1.8755,4.59511985,6.335213813,9.513267644
1247.7,0.33741,0.51465,64,28,501,6,29,1.2766,9,2.1552,4.262679877,6.115185474,9.482481304
4772.7,0.047353,0.44013,39,42,545,5,28,1.3034,13,2.8576,4.043051268,6.136646557,9.468851067
871.94,0.4943,0.24244,51,35,468,2,38,1.3931,10,2.4543,3.663561646,5.532677773,9.170263933
4005.7,0.058916,0.53271,29,29,506,3,27,1.3076,4,2.1248,4.189654742,6.184066413,9.479903279
563.3,0.78466,0.50103,68,35,526,4,23,1.2434,8,2.8426,3.970291914,5.869494634,9.00498885
3305.8,0.074718,0.8327,35,28,450,6,37,1.3091,5,2.8725,3.988984047,5.838692084,9.449609996
321.82,1.4045,0.31406,58,41,590,4,15,1.3515,13,1.8573,4.043051268,6.07041435,8.778464551
2673,0.096145,0.28483,35,25,586,6,32,1.3275,7,2.6541,3.828641396,5.914556505,9.380292407
7303.9,0.063254,0.7503,102,24,557,4,12,1.0205,10,1.7531,5.891644212,8.153320981,10.63822763
2107.4,0.12669,0.24166,30,29,403,4,37,1.4411,12,2.2801,4.060443011,5.772779791,9.383697703
6347.1,0.074365,0.47524,88,43,536,2,15,1.0008,7,2.3557,5.356586275,7.501413561,10.20946376
1609,0.17278,0.22375,33,20,498,2,20,1.0603,6,2.5087,3.931825633,5.906151727,8.901884
5457.4,0.088504,0.87274,121,31,399,4,19,1.3499,10,1.6914,5.945420609,7.890694804,10.83513378
1177.7,0.24454,0.79618,40,32,454,2,29,1.2452,12,2.6302,3.688879454,5.513348098,8.880643928
4634.8,0.10637,0.51672,93,40,542,4,35,1.1143,11,1.6923,4.48863637,6.452348594,10.00769666
813.58,0.36628,0.65376,46,35,452,6,37,1.4929,13,2.956,3.737669618,5.522740099,9.133658012
3879.4,0.02655,0.47482,20,24,429,5,16,1.1813,5,2.1667,4.290459441,6.147848446,8.920437168
516.59,0.59815,0.24845,36,44,398,3,25,1.1908,12,2.0873,3.713572067,5.382980154,8.601855979
3191.2,0.035723,0.45106,17,37,459,4,33,1.4568,5,1.7266,3.465735903,5.274792822,8.771300383
286.77,1.1124,0.54149,45,18,476,4,32,1.1469,9,2.7428,3.465735903,5.050304625,8.516040527
2570.1,0.048247,0.75424,31,39,366,7,18,1.0332,4,2.3921,4.077537444,5.761799779,8.652171537
7133.1,0.046123,0.60131,50,37,548,3,13,1.1609,10,2.5205,5.579729826,7.866070482,10.43101984
2016.2,0.066463,0.47304,24,50,579,6,27,1.1181,13,2.2262,3.17805383,5.174623144,8.47046001
6187.9,0.054946,0.19724,34,52,462,6,18,1.469,10,1.9118,5.655991811,7.791688095,10.68205985
1529.4,0.094811,0.15709,19,53,443,3,29,1.0968,13,2.477,3.091042453,4.949610592,8.316906422
5309.9,0.065915,0.73347,65,45,486,4,26,1.4192,8,2.4028,4.844187086,6.847548695,10.10564523
1109.7,0.13967,0.11183,20,24,489,4,27,1.1363,11,2.455,3.295836866,5.101389657,8.397226523
4499,0.080019,0.3041,40,17,461,2,38,1.3346,11,2.6675,4.406719247,6.310808791,9.94839495
757.24,0.2179,0.30195,26,33,429,2,27,1.3274,8,2.0121,3.295836866,4.985590953,8.281427819
3755.2,0.098796,0.84992,79,41,483,4,29,1.2311,12,2.2066,4.430816799,6.376165566,9.743461396
471.91,0.37295,0.22017,26,22,476,6,16,1.1867,9,1.7974,3.663561646,5.43803583,8.210624552
3078.6,0.12376,0.35355,49,44,489,2,22,1.0163,7,2.6907,4.276666119,6.278596468,9.369638922
253.73,0.73307,0.079057,22,59,449,6,28,1.4986,5,2.2832,3.17805383,4.901564199,8.233768709
2469.2,0.15835,0.26992,51,45,500,4,32,1.1527,4,2.8355,4.060443011,5.994684358,9.460420261
6964.3,0.028144,0.84597,28,34,500,4,38,1.1076,5,1.545,3.80666249,5.746267086,9.383853246
1926.9,0.20863,0.65912,64,58,594,4,17,1.139,12,2.6767,4.262679877,6.460013995,9.293227339
6030.7,0.034324,0.20859,26,54,380,5,13,1.1292,8,2.8164,5.231108617,7.322378325,9.887327682
1451.7,0.2838,0.57266,74,41,375,8,11,1.1304,8,2.0564,5.575949103,7.355065858,9.75296113
5164.4,0.042019,0.30151,28,49,551,6,39,1.1764,10,2.5122,3.80666249,5.756944023,9.420505669
1043.8,0.40431,0.65644,83,52,366,8,30,1.0108,8,2.938,4.248495242,5.919350739,9.320548121
4365.1,0.052003,0.048046,24,42,389,7,20,1.0569,13,2.6715,4.787491743,6.600346576,9.59607885
702.92,0.616,0.98383,116,40,514,5,38,1.2821,11,2.3433,3.970291914,5.641233085,9.278819245
3633,0.06551,0.33595,34,52,442,7,26,1.2678,7,2.4796,4.356708827,6.25513565,9.513232188
429.24,1.0321,0.58527,81,44,520,3,28,1.291,5,1.5319,3.871201011,5.639457264,8.971661774
2968.1,0.083556,0.17629,29,27,552,3,16,1.0427,9,2.5298,4.304065093,6.390676814,9.163265536
222.71,2.034,0.54618,78,33,568,5,11,1.1537,5,1.991,4.189654742,6.152072903,8.549968175
2370.3,0.10885,0.25693,34,21,511,7,38,1.3588,8,1.8489,4.007333185,5.852489795,9.490075955
6797.5,0.06826,0.34768,64,22,421,5,30,1.0951,6,1.8405,5.068904202,6.901576228,10.30277361
1839.6,0.14622,0.29616,31,21,386,4,31,1.0475,9,1.9348,4.025351691,5.65312056,9.087107764
5875.6,0.080672,0.50982,71,23,480,5,24,1.0651,7,2.1628,5.043425117,7.021351786,10.19940562
1376.2,0.20274,0.14246,29,52,590,2,14,1.0589,6,2.4974,3.912023005,6.087887744,8.726945073
5020.9,0.096397,0.68683,93,20,518,3,27,1.0771,9,2.9153,4.605170186,6.652746894,9.94858376
979.81,0.29495,0.50989,40,32,580,8,24,1.2949,7,1.8767,3.912023005,5.880756425,9.058810255
4233.3,0.11693,0.80422,123,29,569,6,35,1.4029,13,2.1281,4.663439094,6.729095011,10.28444307
650.63,0.46109,0.77496,43,22,559,3,35,1.2296,8,2.7219,3.36729583,5.197944392,8.753292454
3512.8,0.02989,0.39316,17,47,522,4,28,1.4196,8,2.8484,3.401197382,5.424377166,8.756581676
388.6,0.79774,0.95197,64,49,398,4,25,1.3494,12,2.1041,3.80666249,5.437339905,8.65621573
2859.6,0.040216,0.38827,19,32,590,7,10,1.2283,9,1.6725,4.48863637,6.670398699,8.972983792
193.72,1.6519,0.17173,33,24,507,8,21,1.1848,6,2.7751,3.610917913,5.468186715,8.512709153
2273.4,0.055423,0.27163,19,47,549,5,33,1.203,7,1.8075,3.17805383,5.071730393,8.568237955
6632.8,0.049904,0.50898,41,41,558,2,11,1.419,8,2.3951,5.768320996,8.312773254,10.71066853
1754.4,0.077519,0.56723,30,46,573,3,13,1.2076,6,2.0367,3.80666249,5.910688237,8.475637595
5722.5,0.059589,0.50362,46,38,475,3,11,1.416,11,2.7766,5.80814249,8.236420527,10.6343158
1302.6,0.11209,0.32165,25,19,476,2,37,1.0383,9,1.7819,3.044522438,4.679813729,8.290731642
4879.4,0.071935,0.19181,36,26,585,4,26,1.0759,12,1.9984,4.369447852,6.483336683,9.741433221
917.89,0.16996,0.16133,20,32,459,7,23,1.2574,12,1.7396,3.610917913,5.3546977,8.490191916
4103.5,0.088218,0.49778,42,52,452,8,40,1.0492,9,2.4632,4.189654742,6.085569455,9.77444891
600.35,0.27817,0.12512,20,49,391,5,31,1.2975,13,2.2095,3.218875825,4.884996482,8.318983687
3394.7,0.10958,0.58708,58,38,402,4,37,1.3254,7,2.2301,4.430816799,6.215807379,9.826725292
349.97,0.50575,0.13975,22,22,501,4,12,1.2281,6,2.086,3.63758616,5.493925268,7.978831917
2753,0.13876,0.29632,52,43,520,4,39,1.052,9,1.7172,3.951243719,5.867855196,9.531416843
7435.8,0.025149,0.19685,25,18,432,6,38,1.3021,6,2.3443,4.262679877,6.083496633,9.721082792
2178.6,0.18039,0.49434,52,39,470,4,12,1.1525,7,2.7134,5.252273428,7.248859628,9.733766278
6470,0.030603,0.25595,26,52,532,4,38,1.2998,12,1.8766,3.850147602,5.860358782,9.497944941
1671.2,0.24114,0.38523,56,20,409,6,20,1.0273,7,1.9348,4.644390899,6.422905996,9.41863827
5571.4,0.037333,0.28838,31,34,446,7,11,1.0783,7,2.1195,5.272999559,7.465540822,9.863436094
1231,0.33549,0.94089,97,44,441,2,36,1.2327,7,2.4882,3.912023005,5.612361389,9.195880328
4740,0.045992,0.18182,25,48,535,8,18,1.1969,13,1.6991,4.634728988,6.728676459,9.619048217
857.99,0.49418,0.5868,64,47,405,7,15,1.3727,11,2.2154,4.875197323,6.693967823,9.402018024
3975.7,0.0576,0.25352,28,21,480,7,12,1.3905,11,1.5649,5.347107531,7.535830463,10.02073711
552.1,0.78609,0.61786,76,56,562,4,21,1.1683,5,1.8963,3.951243719,5.851972568,8.896495006
3278.6,0.072898,0.16987,30,33,557,4,35,1.3698,5,1.8122,3.871201011,5.8626648,9.418012861
313.37,1.4169,0.55297,75,41,462,3,32,1.1443,6,2.6963,3.583518938,5.243649965,8.709385868
2648.6,0.094013,0.26036,31,43,523,2,26,1.034,12,2.3647,3.688879454,5.66628827,8.924384808
7263.4,0.062643,0.71277,91,40,389,6,35,1.4388,7,1.8999,5.424950017,7.218323455,10.77367152
2085.7,0.12466,0.1898,31,22,475,3,35,1.4103,8,2.9045,3.737669618,5.648410699,9.203758761
6309.3,0.0737,0.53966,79,43,568,7,28,1.4192,7,2.1204,5.003946306,7.149524294,10.4817288
1590,0.16981,0.32863,37,26,524,5,28,1.1019,11,2.5663,3.713572067,5.665630524,8.997835034
5422.4,0.0876,0.49826,85,35,502,3,32,1.1123,8,2.8011,4.465908119,6.490586955,9.956322857
1161.5,0.24107,0.67266,37,58,527,2,31,1.4604,4,2.5335,3.583518938,5.484215852,8.918203056
4602.6,0.10559,0.44994,89,32,380,7,29,1.1993,6,1.9861,5.204006687,6.964419126,10.33171496
800.1,0.3637,0.3798,32,55,516,4,16,1.3513,6,2.4734,4.007333185,6.035529278,8.808118001
3849.9,0.12883,0.44417,86,50,582,6,27,1.3867,11,2.6807,4.644390899,6.808796451,10.10463332
505.87,0.59502,0.64708,41,27,504,5,22,1.3248,8,2.3928,3.891820298,5.64960784,8.740650294
3164.4,0.033497,0.25705,16,33,386,4,17,1.1465,9,2.7541,4.234106505,5.983810328,8.817023672
278.79,1.1155,0.20522,34,19,387,6,19,1.3606,12,2.2919,3.988984047,5.676445536,8.620884515
2546.1,0.045953,0.56527,21,51,457,6,35,1.0531,6,2.7744,3.091042453,4.90801177,8.463359832
7093.1,0.045396,0.54239,43,51,396,7,15,1.2319,12,2.7927,5.710427017,7.87043329,10.57848349
1994.9,0.063662,0.6066,22,45,549,6,22,1.1247,12,2.7455,3.33220451,5.364479569,8.455522022
6150.6,0.053978,0.4426,42,38,363,6,33,1.0969,9,2.8637,4.804021045,6.517272375,10.01377994
1510.9,0.090676,0.30942,23,55,584,2,29,1.3356,5,1.9056,3.135494216,5.043747646,8.411043476
5275.3,0.06483,0.46353,46,41,365,7,36,1.3156,9,1.8987,4.875197323,6.58109673,10.16461567
1094,0.13529,0.1951,20,37,459,6,20,1.4878,6,2.1473,3.761200116,5.654802292,8.650534566
4467.2,0.07902,0.75088,69,42,530,7,38,1.3451,7,2.7213,4.262679877,6.333634805,9.971220965
744.24,0.2123,0.27426,20,44,387,5,32,1.3871,8,2.0396,3.258096538,4.979144627,8.44488053
3726.2,0.097418,0.59308,54,28,413,2,26,1.0688,13,2.1989,4.49980967,6.312877532,9.57097407
461.66,0.36391,0.32615,28,40,558,7,25,1.235,11,2.8339,3.091042453,4.991588381,8.210464206
3052.4,0.1222,0.8758,74,29,428,2,23,1.4867,12,2.4071,4.94875989,6.834044151,9.969538367
246.23,0.72697,0.21128,26,59,429,8,24,1.1891,7,1.9187,3.258096538,4.965010116,8.143063946
2445.7,0.15701,1.2228,86,19,563,2,33,1.2129,12,2.3126,4.127134385,6.00935358,9.505861141
6924.8,0.027293,0.095225,23,53,596,8,30,1.0492,7,1.6127,3.871201011,6.000498617,9.401695998
1906.1,0.2067,0.83055,85,30,502,3,13,1.0782,8,1.5856,4.890349128,6.871640936,9.436590294
5994,0.0332,0.25979,29,29,512,6,33,1.4184,4,2.2153,4.204692619,6.196607047,9.693114609
1433.7,0.28178,0.60772,62,37,548,7,31,1.3778,11,2.7499,4.143134726,6.144335837,9.578323042
5130.3,0.040738,0.19256,27,38,590,4,16,1.1723,11,2.4892,4.634728988,6.82962075,9.602209472
1028.5,0.4035,0.31012,56,38,402,6,25,1.3959,6,2.0502,4.454347296,6.262254752,9.481130577
4333.8,0.050763,0.17562,26,28,444,6,13,1.4683,11,2.5837,5.33753808,7.538920667,10.10387002
690.4,0.61558,0.81735,100,55,402,6,26,1.1528,10,2.9401,4.127134385,5.87745563,9.135552169
3604.5,0.063809,0.16732,29,22,460,6,26,1.2337,5,2.1625,4.317488114,6.185899934,9.443996472
419.47,1.037,0.78605,87,40,394,5,36,1.0656,6,1.9874,3.891820298,5.446866674,9.030385612
2942.3,0.081569,0.21916,29,57,413,3,19,1.3777,7,2.1764,4.770684624,6.636300824,9.580739803
215.69,2.0678,0.51179,68,44,439,6,21,1.0716,12,2.0538,3.891820298,5.64403247,8.688554908
2347.2,0.10693,0.71441,34,50,434,4,31,1.066,7,2.1966,3.828641396,5.619567185,9.053554389
6758.5,0.067471,0.62908,93,59,511,8,25,1.0255,10,2.16,4.919980926,6.974665984,10.19354181
1819.4,0.14346,0.61602,35,55,577,3,20,1.2227,6,2.4084,3.828641396,5.944949293,8.940681567
5839.3,0.079804,0.72679,100,58,454,8,23,1.1248,7,2.0745,5.252273428,7.194136506,10.32963072
1358.6,0.19947,0.25298,33,47,521,3,34,1.2889,9,2.8381,3.496507561,5.460266134,8.986626658
4987.3,0.095642,0.21587,60,31,447,4,37,1.0721,11,1.9664,4.48863637,6.370294741,9.981212654
965.02,0.29222,0.62223,38,55,539,5,39,1.4309,8,2.5255,3.433987204,5.386236665,9.049798311
4202.5,0.11588,0.51296,92,17,580,4,25,1.0064,11,2.0196,4.663439094,6.689624144,9.908499969
638.58,0.45726,0.3342,38,20,491,3,11,1.4693,7,1.6811,4.584967479,6.54484666,8.942741933
3484.8,0.14262,0.68678,98,27,481,8,22,1.2662,7,1.6083,5.18178355,7.133295955,10.22433841
379.3,0.7962,0.75054,53,27,559,5,31,1.0095,12,2.5102,3.33220451,5.083079979,8.517067183
2834.2,0.038105,0.2826,16,54,533,6,39,1.2349,10,2.385,2.995732274,4.923769361,8.587331007
187.17,1.6723,0.41045,39,44,375,7,15,1.1303,10,2.81,3.891820298,5.568306335,8.276356536
2250.8,0.052425,0.7216,26,32,548,5,29,1.3714,11,2.1333,3.36729583,5.244230701,8.611526531
6594.2,0.048983,0.55927,44,31,525,6,14,1.3726,7,2.7212,5.669880923,7.985450319,10.62450765
1734.6,0.073792,0.65803,25,38,435,7,39,1.4135,6,1.8382,3.433987204,5.124856438,8.788418084
5686.7,0.058558,0.54244,46,57,364,6,29,1.3827,12,2.3363,5.209486153,6.96988465,10.33718048
