area,density,crit. CV,crit. peak,TW,L,s,speed,circuity,cap,mrt,veh,veh-hrs,veh-km
6546.6,0.032536,0.31672,33,39,425,3,27,1.4939,11,2.1019,124,824.56,22263.12
1710.2,0.24441,0.48766,62,33,437,6,35,1.2675,12,2.4798,69,445.02,15575.7
5642.5,0.039522,0.17462,26,43,367,6,39,1.0293,9,1.7133,63,334.34,13039.26
1264.5,0.33846,0.42549,55,34,567,4,40,1.2779,5,1.5461,48,333.96,13358.4
4805.5,0.048694,0.17661,29,38,570,8,14,1.4833,7,1.8475,188,1856.4,25989.6
886,0.49549,0.6711,88,25,416,2,36,1.0246,13,1.7049,49,233.84,8418.24
4035.7,0.06046,0.68662,35,23,475,6,32,1.14,9,1.7082,66,399.73,12791.36
574.62,0.78139,0.92151,108,19,466,8,30,1.3517,7,2.9194,74,403.83,12114.9
3333.1,0.076205,0.61171,33,37,538,5,32,1.4261,10,2.9043,51,405.33,12970.56
330.39,1.3893,0.73701,101,42,465,2,31,1.46,9,2.46,38,216.61,6714.91
2697.6,0.098235,0.23324,31,39,549,8,28,1.4435,5,1.9548,65,509.33,14261.24
7344.5,0.063993,0.63646,85,23,458,6,38,1.4237,10,2.8714,150,1043.2,39641.6
2129.3,0.12915,0.70743,42,24,581,6,18,1.1849,11,2.6166,64,551.96,9935.28
6384.9,0.075177,0.59909,93,25,539,5,28,1.0138,6,1.6875,123,928.54,25999.12
1628.1,0.17505,0.24422,33,36,494,6,39,1.4062,11,1.6855,48,300.01,11700.39
5492.5,0.089213,0.44707,85,46,494,6,28,1.1902,10,2.983,124,955.74,26760.72
1194,0.2479,0.5381,42,46,491,5,18,1.4935,12,2.8473,70,522.87,9411.66
4667.2,0.02164,0.28748,14,45,553,2,10,1.4612,11,2.5182,99,1156.6,11566
827.16,0.36994,0.19281,33,37,480,8,28,1.2054,12,1.976,49,305.76,8561.28
3909,0.028396,0.40737,19,28,504,4,20,1.153,11,2.1779,45,307.69,6153.8
527.43,0.59913,0.59083,47,58,410,2,38,1.2448,7,2.4934,28,148.63,5647.94
3218,0.037601,0.58269,23,15,448,3,16,1.2349,8,1.6869,87,552.76,8844.16
294.85,1.109,0.56603,48,36,445,2,32,1.2222,10,2.645,27,133.63,4276.16
2594.2,0.050883,0.52207,26,20,579,7,24,1.1355,9,2.841,33,251.12,6026.88
7173.2,0.04698,0.4464,43,20,553,2,31,1.445,9,1.568,115,894.09,27716.79
2037.5,0.069693,0.091558,18,43,372,4,39,1.4753,5,1.807,34,184.11,7180.29
6225.3,0.055741,0.43817,41,50,506,7,35,1.2704,5,2.8011,86,657.07,22997.45
1548,0.098193,0.30176,22,52,474,7,20,1.0839,11,1.7192,37,243.57,4871.4
5344.5,0.066985,0.37518,44,45,499,8,36,1.1284,8,2.1509,81,584.41,21038.76
1125.6,0.14481,0.2357,22,47,440,2,40,1.2328,10,2.532,20,111.74,4469.6
4530.8,0.081221,0.65748,64,47,547,5,31,1.456,5,1.9244,93,740.75,22963.25
770.35,0.22457,0.25343,25,52,446,6,30,1.3347,12,1.9347,30,178.39,5351.7
3784.3,0.099885,0.59323,66,36,451,3,18,1.2784,9,2.1941,185,1318.3,23729.4
482.27,0.37946,0.29101,27,32,470,4,21,1.0506,7,2.9294,27,152.9,3210.9
3105,0.12496,0.3291,44,47,420,4,19,1.2108,6,1.9807,163,1059.9,20138.1
261.34,0.74233,0.17538,24,20,538,3,32,1.0502,6,1.6281,14,88.764,2840.448
2492.8,0.16006,0.79722,72,46,505,3,20,1.2375,11,2.3121,94,708.09,14161.8
7003.9,0.029126,0.21461,26,52,470,8,28,1.0832,13,2.1017,73,511.45,14320.6
1947.8,0.20998,0.53552,58,22,432,7,39,1.0944,9,2.0296,75,402.59,15701.01
1469.9,0.28506,0.73293,88,44,546,4,37,1.4106,5,2.1747,54,372.01,13764.37
5198.5,0.043282,0.27204,29,29,462,6,33,1.3997,5,2.8405,72,489.64,16158.12
1059.1,0.40599,0.76746,71,59,480,3,13,1.4874,4,1.9604,136,1005.9,13076.7
4396.5,0.053451,0.39967,36,28,438,7,13,1.483,11,1.7029,229,2136.5,27774.5
715.56,0.61491,0.43233,67,21,585,3,29,1.3573,4,2.7552,47,334.76,9708.04
3661.7,0.066909,0.20455,31,41,451,7,31,1.0034,9,1.5028,60,361.09,11193.79
439.13,1.0248,0.7015,91,23,597,6,33,1.438,8,2.0758,52,321.37,10605.21
2994,0.085505,0.28539,33,20,405,4,23,1.4105,8,2.6906,119,724.6,16665.8
229.85,2.0057,0.46668,76,59,536,4,15,1.1445,11,2.2505,48,322.12,4831.8
2393.4,0.11114,0.41782,32,59,397,8,18,1.261,8,1.9968,136,832.26,14980.68
6836.7,0.068893,0.75367,106,17,448,5,37,1.2558,9,2.5501,130,871.16,32232.92
1860,0.14838,0.38635,35,17,418,3,17,1.1762,4,1.9417,103,616.04,10472.68
5912,0.081359,0.55736,88,31,492,3,12,1.2166,7,2.2644,428,4280.7,51368.4
1393.8,0.20591,0.3938,34,51,374,5,12,1.2596,12,1.5806,185,1091.2,13094.4
5054.6,0.097338,0.48294,79,54,422,4,25,1.4494,5,1.6297,235,1545.3,38632.5
994.72,0.29858,0.57397,44,58,519,7,14,1.2786,5,1.505,78,608.53,8519.42
4264.2,0.02392,0.54822,20,20,418,7,15,1.4832,6,1.629,98,784.62,11769.3
662.78,0.4632,0.4692,41,21,437,5,34,1.2432,7,1.669,46,236.35,8035.9
3541,0.031629,0.36335,18,29,571,2,28,1.155,10,2.2177,26,188.63,5281.64
398,0.79899,0.76785,53,15,415,5,17,1.3012,4,2.3222,65,366.84,6236.28
2885,0.042635,0.75376,30,26,449,4,24,1.4341,6,2.5544,49,310.68,7456.32
200.38,1.6369,0.26795,35,45,522,4,20,1.0798,8,1.6811,31,189.42,3788.4
2296.1,0.057925,0.25386,21,57,409,3,15,1.3679,11,1.5162,88,557.07,8356.05
6671.5,0.050664,0.29053,41,52,563,6,37,1.1522,9,2.316,64,525.32,19436.84
1774.3,0.080593,0.159,20,40,547,3,15,1.1874,5,1.7286,42,319.17,4787.55
5758.5,0.060606,0.30857,40,50,571,7,18,1.0602,6,1.9128,129,1118.1,20125.8
1319.8,0.11669,0.2201,20,28,484,2,36,1.3466,13,2.541,24,142.25,5121
4912.6,0.073077,0.66752,58,19,515,7,12,1.1825,12,2.7289,305,2773.4,33280.8
932.32,0.17591,0.16206,20,34,546,8,17,1.2216,9,2.8585,36,267.9,4554.3
4133.9,0.089261,0.40631,53,19,559,5,39,1.1765,10,2.8998,61,444.36,17330.04
612.03,0.2843,0.34961,27,33,499,7,17,1.0842,11,2.233,36,215.77,3668.09
3422.4,0.11103,0.31408,47,22,421,7,38,1.4449,8,2.3912,100,622.86,23668.68
358.9,0.51546,0.15319,23,24,584,7,37,1.2436,13,2.4235,21,124.94,4622.78
2778,0.14039,0.84786,80,54,438,4,32,1.1208,11,1.6527,73,454.95,14558.4
7476.7,0.026081,0.23914,29,21,500,5,18,1.0633,5,1.9436,126,961.74,17311.32
2200.8,0.18176,0.75313,81,32,488,6,11,1.0073,5,1.912,173,1286.2,14148.2
6508.2,0.031498,0.21312,26,21,392,6,33,1.4541,10,2.5668,119,695.46,22950.18
1690.7,0.2431,0.56569,63,34,542,5,13,1.1639,13,2.6681,120,1005.8,13075.4
5606.9,0.038524,0.23177,29,32,389,6,24,1.0091,7,1.8755,99,564.09,13538.16
1247.7,0.33741,0.51465,64,28,501,6,29,1.2766,9,2.1552,71,452.68,13127.72
4772.7,0.047353,0.44013,39,42,545,5,28,1.3034,13,2.8576,57,462.5,12950
871.94,0.4943,0.24244,51,35,468,2,38,1.3931,10,2.4543,39,252.82,9607.16
4005.7,0.058916,0.53271,29,29,506,3,27,1.3076,4,2.1248,66,484.96,13093.92
563.3,0.78466,0.50103,68,35,526,4,23,1.2434,8,2.8426,53,354.07,8143.61
3305.8,0.074718,0.8327,35,28,450,6,37,1.3091,5,2.8725,54,343.33,12703.21
321.82,1.4045,0.31406,58,41,590,4,15,1.3515,13,1.8573,57,432.86,6492.9
2673,0.096145,0.28483,35,25,586,6,32,1.3275,7,2.6541,46,370.39,11852.48
7303.9,0.063254,0.7503,102,24,557,4,12,1.0205,10,1.7531,362,3474.9,41698.8
2107.4,0.12669,0.24166,30,29,403,4,37,1.4411,12,2.2801,58,321.43,11892.91
6347.1,0.074365,0.47524,88,43,536,2,15,1.0008,7,2.3557,212,1810.6,27159
1609,0.17278,0.22375,33,20,498,2,20,1.0603,6,2.5087,51,367.29,7345.8
5457.4,0.088504,0.87274,121,31,399,4,19,1.3499,10,1.6914,382,2672.3,50773.7
1177.7,0.24454,0.79618,40,32,454,2,29,1.2452,12,2.6302,40,247.98,7191.42
4634.8,0.10637,0.51672,93,40,542,4,35,1.1143,11,1.6923,89,634.19,22196.65
813.58,0.36628,0.65376,46,35,452,6,37,1.4929,13,2.956,42,250.32,9261.84
3879.4,0.02655,0.47482,20,24,429,5,16,1.1813,5,2.1667,73,467.71,7483.36
516.59,0.59815,0.24845,36,44,398,3,25,1.1908,12,2.0873,41,217.67,5441.75
3191.2,0.035723,0.45106,17,37,459,4,33,1.4568,5,1.7266,32,195.35,6446.55
286.77,1.1124,0.54149,45,18,476,4,32,1.1469,9,2.7428,32,156.07,4994.24
2570.1,0.048247,0.75424,31,39,366,7,18,1.0332,4,2.3921,59,317.92,5722.56
7133.1,0.046123,0.60131,50,37,548,3,13,1.1609,10,2.5205,265,2607.3,33894.9
2016.2,0.066463,0.47304,24,50,579,6,27,1.1181,13,2.2262,24,176.73,4771.71
6187.9,0.054946,0.19724,34,52,462,6,18,1.469,10,1.9118,286,2420.4,43567.2
1529.4,0.094811,0.15709,19,53,443,3,29,1.0968,13,2.477,22,141.12,4092.48
5309.9,0.065915,0.73347,65,45,486,4,26,1.4192,8,2.4028,127,941.57,24480.82
1109.7,0.13967,0.11183,20,24,489,4,27,1.1363,11,2.455,27,164.25,4434.75
4499,0.080019,0.3041,40,17,461,2,38,1.3346,11,2.6675,82,550.49,20918.62
757.24,0.2179,0.30195,26,33,429,2,27,1.3274,8,2.0121,27,146.29,3949.83
3755.2,0.098796,0.84992,79,41,483,4,29,1.2311,12,2.2066,84,587.67,17042.43
471.91,0.37295,0.22017,26,22,476,6,16,1.1867,9,1.7974,39,229.99,3679.84
3078.6,0.12376,0.35355,49,44,489,2,22,1.0163,7,2.6907,72,533.04,11726.88
253.73,0.73307,0.079057,22,59,449,6,28,1.4986,5,2.2832,24,134.5,3766
2469.2,0.15835,0.26992,51,45,500,4,32,1.1527,4,2.8355,58,401.29,12841.28
6964.3,0.028144,0.84597,28,34,500,4,38,1.1076,5,1.545,45,313.02,11894.76
1926.9,0.20863,0.65912,64,58,594,4,17,1.139,12,2.6767,71,639.07,10864.19
6030.7,0.034324,0.20859,26,54,380,5,13,1.1292,8,2.8164,187,1513.8,19679.4
1451.7,0.2838,0.57266,74,41,375,8,11,1.1304,8,2.0564,264,1564.1,17205.1
5164.4,0.042019,0.30151,28,49,551,6,39,1.1764,10,2.5122,45,316.38,12338.82
1043.8,0.40431,0.65644,83,52,366,8,30,1.0108,8,2.938,70,372.17,11165.1
4365.1,0.052003,0.048046,24,42,389,7,20,1.0569,13,2.6715,120,735.35,14707
702.92,0.616,0.98383,116,40,514,5,38,1.2821,11,2.3433,53,281.81,10708.78
3633,0.06551,0.33595,34,52,442,7,26,1.2678,7,2.4796,78,520.68,13537.68
429.24,1.0321,0.58527,81,44,520,3,28,1.291,5,1.5319,48,281.31,7876.68
2968.1,0.083556,0.17629,29,27,552,3,16,1.0427,9,2.5298,74,596.26,9540.16
222.71,2.034,0.54618,78,33,568,5,11,1.1537,5,1.991,66,469.69,5166.59
2370.3,0.10885,0.25693,34,21,511,7,38,1.3588,8,1.8489,55,348.1,13227.8
6797.5,0.06826,0.34768,64,22,421,5,30,1.0951,6,1.8405,159,993.84,29815.2
1839.6,0.14622,0.29616,31,21,386,4,31,1.0475,9,1.9348,56,285.18,8840.58
5875.6,0.080672,0.50982,71,23,480,5,24,1.0651,7,2.1628,155,1120.3,26887.2
1376.2,0.20274,0.14246,29,52,590,2,14,1.0589,6,2.4974,50,440.49,6166.86
5020.9,0.096397,0.68683,93,20,518,3,27,1.0771,9,2.9153,100,774.91,20922.57
979.81,0.29495,0.50989,40,32,580,8,24,1.2949,7,1.8767,50,358.08,8593.92
4233.3,0.11693,0.80422,123,29,569,6,35,1.4029,13,2.1281,106,836.39,29273.65
650.63,0.46109,0.77496,43,22,559,3,35,1.2296,8,2.7219,29,180.9,6331.5
3512.8,0.02989,0.39316,17,47,522,4,28,1.4196,8,2.8484,30,226.87,6352.36
388.6,0.79774,0.95197,64,49,398,4,25,1.3494,12,2.1041,45,229.83,5745.75
2859.6,0.040216,0.38827,19,32,590,7,10,1.2283,9,1.6725,89,788.71,7887.1
193.72,1.6519,0.17173,33,24,507,8,21,1.1848,6,2.7751,37,237.03,4977.63
2273.4,0.055423,0.27163,19,47,549,5,33,1.203,7,1.8075,24,159.45,5261.85
6632.8,0.049904,0.50898,41,41,558,2,11,1.419,8,2.3951,320,4075.6,44831.6
1754.4,0.077519,0.56723,30,46,573,3,13,1.2076,6,2.0367,45,368.96,4796.48
5722.5,0.059589,0.50362,46,38,475,3,11,1.416,11,2.7766,333,3776,41536
1302.6,0.11209,0.32165,25,19,476,2,37,1.0383,9,1.7819,21,107.75,3986.75
4879.4,0.071935,0.19181,36,26,585,4,26,1.0759,12,1.9984,79,654.15,17007.9
917.89,0.16996,0.16133,20,32,459,7,23,1.2574,12,1.7396,37,211.6,4866.8
4103.5,0.088218,0.49778,42,52,452,8,40,1.0492,9,2.4632,66,439.47,17578.8
600.35,0.27817,0.12512,20,49,391,5,31,1.2975,13,2.2095,25,132.29,4100.99
3394.7,0.10958,0.58708,58,38,402,4,37,1.3254,7,2.2301,84,500.6,18522.2
349.97,0.50575,0.13975,22,22,501,4,12,1.2281,6,2.086,38,243.21,2918.52
2753,0.13876,0.29632,52,43,520,4,39,1.052,9,1.7172,52,353.49,13786.11
7435.8,0.025149,0.19685,25,18,432,6,38,1.3021,6,2.3443,71,438.56,16665.28
2178.6,0.18039,0.49434,52,39,470,4,12,1.1525,7,2.7134,191,1406.5,16878
6470,0.030603,0.25595,26,52,532,4,38,1.2998,12,1.8766,47,350.85,13332.3
1671.2,0.24114,0.38523,56,20,409,6,20,1.0273,7,1.9348,104,615.79,12315.8
5571.4,0.037333,0.28838,31,34,446,7,11,1.0783,7,2.1195,195,1746.8,19214.8
1231,0.33549,0.94089,97,44,441,2,36,1.2327,7,2.4882,50,273.79,9856.44
4740,0.045992,0.18182,25,48,535,8,18,1.1969,13,1.6991,103,836.04,15048.72
857.99,0.49418,0.5868,64,47,405,7,15,1.3727,11,2.2154,131,807.52,12112.8
3975.7,0.0576,0.25352,28,21,480,7,12,1.3905,11,1.5649,210,1874,22488
552.1,0.78609,0.61786,76,56,562,4,21,1.1683,5,1.8963,52,347.92,7306.32
3278.6,0.072898,0.16987,30,33,557,4,35,1.3698,5,1.8122,48,351.66,12308.1
313.37,1.4169,0.55297,75,41,462,3,32,1.1443,6,2.6963,36,189.36,6059.52
2648.6,0.094013,0.26036,31,43,523,2,26,1.034,12,2.3647,40,288.96,7512.96
7263.4,0.062643,0.71277,91,40,389,6,35,1.4388,7,1.8999,227,1364.2,47747
2085.7,0.12466,0.1898,31,22,475,3,35,1.4103,8,2.9045,42,283.84,9934.4
6309.3,0.0737,0.53966,79,43,568,7,28,1.4192,7,2.1204,149,1273.5,35658
1590,0.16981,0.32863,37,26,524,5,28,1.1019,11,2.5663,41,288.77,8085.56
5422.4,0.0876,0.49826,85,35,502,3,32,1.1123,8,2.8011,87,658.91,21085.12
1161.5,0.24107,0.67266,37,58,527,2,31,1.4604,4,2.5335,36,240.86,7466.66
4602.6,0.10559,0.44994,89,32,380,7,29,1.1993,6,1.9861,182,1058.3,30690.7
800.1,0.3637,0.3798,32,55,516,4,16,1.3513,6,2.4734,55,418.02,6688.32
3849.9,0.12883,0.44417,86,50,582,6,27,1.3867,11,2.6807,104,905.78,24456.06
505.87,0.59502,0.64708,41,27,504,5,22,1.3248,8,2.3928,49,284.18,6251.96
3164.4,0.033497,0.25705,16,33,386,4,17,1.1465,9,2.7541,69,396.95,6748.15
278.79,1.1155,0.20522,34,19,387,6,19,1.3606,12,2.2919,54,291.91,5546.29
2546.1,0.045953,0.56527,21,51,457,6,35,1.0531,6,2.7744,22,135.37,4737.95
7093.1,0.045396,0.54239,43,51,396,7,15,1.2319,12,2.7927,302,2618.7,39280.5
1994.9,0.063662,0.6066,22,45,549,6,22,1.1247,12,2.7455,28,213.68,4700.96
6150.6,0.053978,0.4426,42,38,363,6,33,1.0969,9,2.8637,122,676.73,22332.09
1510.9,0.090676,0.30942,23,55,584,2,29,1.3356,5,1.9056,23,155.05,4496.45
5275.3,0.06483,0.46353,46,41,365,7,36,1.3156,9,1.8987,131,721.33,25967.88
1094,0.13529,0.1951,20,37,459,6,20,1.4878,6,2.1473,43,285.66,5713.2
4467.2,0.07902,0.75088,69,42,530,7,38,1.3451,7,2.7213,71,563.2,21401.6
744.24,0.2123,0.27426,20,44,387,5,32,1.3871,8,2.0396,26,145.35,4651.2
3726.2,0.097418,0.59308,54,28,413,2,26,1.0688,13,2.1989,90,551.63,14342.38
461.66,0.36391,0.32615,28,40,558,7,25,1.235,11,2.8339,22,147.17,3679.25
3052.4,0.1222,0.8758,74,29,428,2,23,1.4867,12,2.4071,141,928.94,21365.62
246.23,0.72697,0.21128,26,59,429,8,24,1.1891,7,1.9187,26,143.31,3439.44
2445.7,0.15701,1.2228,86,19,563,2,33,1.2129,12,2.3126,62,407.22,13438.26
6924.8,0.027293,0.095225,23,53,596,8,30,1.0492,7,1.6127,48,403.63,12108.9
1906.1,0.2067,0.83055,85,30,502,3,13,1.0782,8,1.5856,133,964.53,12538.89
5994,0.0332,0.25979,29,29,512,6,33,1.4184,4,2.2153,67,491.08,16205.64
1433.7,0.28178,0.60772,62,37,548,7,31,1.3778,11,2.7499,63,466.07,14448.17
5130.3,0.040738,0.19256,27,38,590,4,16,1.1723,11,2.4892,103,924.84,14797.44
1028.5,0.4035,0.31012,56,38,402,6,25,1.3959,6,2.0502,86,524.4,13110
4333.8,0.050763,0.17562,26,28,444,6,13,1.4683,11,2.5837,208,1879.8,24437.4
690.4,0.61558,0.81735,100,55,402,6,26,1.1528,10,2.9401,62,356.9,9279.4
3604.5,0.063809,0.16732,29,22,460,6,26,1.2337,5,2.1625,75,485.85,12632.1
419.47,1.037,0.78605,87,40,394,5,36,1.0656,6,1.9874,49,232.03,8353.08
2942.3,0.081569,0.21916,29,57,413,3,19,1.3777,7,2.1764,118,762.27,14483.13
215.69,2.0678,0.51179,68,44,439,6,21,1.0716,12,2.0538,49,282.6,5934.6
2347.2,0.10693,0.71441,34,50,434,4,31,1.066,7,2.1966,46,275.77,8548.87
6758.5,0.067471,0.62908,93,59,511,8,25,1.0255,10,2.16,137,1069.2,26730
1819.4,0.14346,0.61602,35,55,577,3,20,1.2227,6,2.4084,46,381.82,7636.4
5839.3,0.079804,0.72679,100,58,454,8,23,1.1248,7,2.0745,191,1331.6,30626.8
1358.6,0.19947,0.25298,33,47,521,3,34,1.2889,9,2.8381,33,235.16,7995.44
4987.3,0.095642,0.21587,60,31,447,4,37,1.0721,11,1.9664,89,584.23,21616.51
965.02,0.29222,0.62223,38,55,539,5,39,1.4309,8,2.5255,31,218.38,8516.82
4202.5,0.11588,0.51296,92,17,580,4,25,1.0064,11,2.0196,106,804.02,20100.5
638.58,0.45726,0.3342,38,20,491,3,11,1.4693,7,1.6811,98,695.65,7652.15
3484.8,0.14262,0.68678,98,27,481,8,22,1.2662,7,1.6083,178,1253,27566
379.3,0.7962,0.75054,53,27,559,5,31,1.0095,12,2.5102,28,161.27,4999.37
2834.2,0.038105,0.2826,16,54,533,6,39,1.2349,10,2.385,20,137.52,5363.28
187.17,1.6723,0.41045,39,44,375,7,15,1.1303,10,2.81,49,261.99,3929.85
2250.8,0.052425,0.7216,26,32,548,5,29,1.3714,11,2.1333,29,189.47,5494.63
6594.2,0.048983,0.55927,44,31,525,6,14,1.3726,7,2.7212,290,2937.9,41130.6
1734.6,0.073792,0.65803,25,38,435,7,39,1.4135,6,1.8382,31,168.15,6557.85
5686.7,0.058558,0.54244,46,57,364,6,29,1.3827,12,2.3363,183,1064.1,30858.9
1285.5,0.10813,0.33366,23,57,399,2,38,1.2526,11,2.584,19,103.49,3932.62
4846.4,0.070981,0.68236,52,55,371,6,39,1.1955,4,2.7979,88,501.28,19549.92
903.57,0.1649,0.072044,18,41,457,4,37,1.0263,7,1.5357,20,106.55,3942.35
4073.2,0.086911,0.479,52,45,431,4,28,1.1299,4,1.9448,93,594.87,16656.36
588.79,0.27005,0.18672,23,59,361,5,14,1.0666,12,1.6941,44,229.83,3217.62
3367.1,0.1081,0.35423,51,27,445,7,25,1.4519,10,2.6689,150,1005.1,25127.5
341.15,0.49831,0.21258,25,50,597,8,36,1.4005,11,2.5546,17,122.47,4408.92
2728.2,0.13745,0.44278,50,40,590,2,39,1.0014,4,1.5224,45,305.38,11909.82
7394.9,0.024341,0.1572,24,17,583,3,34,1.2307,5,2.2,48,392.49,13344.66
2156.5,0.17853,0.66556,69,17,547,7,19,1.1003,11,2.8636,91,724.16,13759.04
6431.9,0.02954,0.24749,24,30,375,4,12,1.0975,13,1.8366,184,1567.6,18811.2
1651.9,0.23912,0.60345,64,34,387,7,34,1.1867,7,2.9233,75,424.28,14425.52
5536.1,0.036307,0.19634,26,23,571,4,22,1.0449,7,2.0973,68,543.73,11962.06
1214.4,0.33431,0.34463,54,29,571,3,22,1.0106,12,1.6258,59,404.26,8893.72
4707.4,0.044823,0.19805,29,39,584,3,31,1.2803,4,2.2627,46,376.09,11658.79
844.15,0.49281,0.52565,74,39,394,7,23,1.3406,11,2.6318,84,499.09,11479.07
3945.8,0.056008,0.22387,29,30,364,5,28,1.2223,10,2.6405,85,463.36,12974.08
541.01,0.78741,0.86009,91,22,495,7,25,1.1303,5,1.8088,74,375.54,9388.5
3251.5,0.071353,0.33026,33,44,544,5,32,1.4497,13,2.3261,50,386.99,12383.68
305.03,1.4327,0.31114,56,30,584,2,15,1.2301,10,2.5353,43,329.22,4938.3
2624.2,0.092218,0.18372,28,41,472,5,16,1.2757,6,2.839,108,778.89,12462.24
7223,0.061885,0.2558,57,48,530,4,36,1.4958,10,2.3915,114,920.62,33142.32
2064.1,0.12209,0.66029,35,48,492,8,32,1.4045,7,2.7847,51,365.6,11699.2
6271.7,0.072867,0.4984,75,31,426,4,24,1.1444,12,2.9083,207,1371.8,32923.2
1571.2,0.16739,0.24593,33,54,374,3,28,1.1507,10,2.5854,46,266.31,7456.68
5387.5,0.086868,0.25393,61,56,394,7,32,1.2582,6,1.9325,170,1026.4,32844.8
1145.4,0.23835,0.21626,31,16,514,2,17,1.3017,12,2.5242,60,439.14,7465.38
4570.5,0.10458,0.57569,83,50,579,4,37,1.4123,12,1.5092,95,751.85,27818.45
786.74,0.35971,0.3882,31,26,510,6,17,1.1736,13,2.0839,59,393.96,6697.32
3820.6,0.12773,0.36079,77,18,448,6,15,1.0345,9,2.8105,265,1808.8,27132
495.26,0.59161,0.39779,32,39,532,4,14,1.0536,4,2.1599,47,322.16,4510.24
3137.8,0.15903,0.55999,81,36,435,8,17,1.2254,4,1.5931,263,1765.3,30010.1
270.92,1.1221,0.212,33,30,428,3,36,1.2706,10,2.0203,24,129.65,4667.4
2522.2,0.043216,0.38183,19,40,416,8,28,1.2326,10,2.9227,34,206.45,5780.6
7053.2,0.044519,0.33727,42,42,393,5,33,1.2679,11,2.0122,138,818.78,27019.74
1973.8,0.06029,0.53408,24,16,558,7,18,1.3233,10,2.3699,44,332.5,5985
6113.5,0.052998,0.47496,44,58,441,4,33,1.296,7,2.846,96,652.45,21530.85
1492.5,0.087103,0.62513,29,38,589,4,19,1.056,7,2.1746,27,186.56,3544.64
5240.9,0.06392,0.63245,58,45,551,4,30,1.0773,12,2.6274,62,491.3,14739
1078.3,0.12983,0.24606,19,33,556,2,12,1.3358,11,2.9659,44,359.71,4316.52
4435.5,0.077781,0.45365,50,15,488,5,31,1.3941,12,2.326,109,775.93,24053.83
731.36,0.2051,0.3,24,35,577,5,29,1.1057,5,2.1147,17,121.97,3537.13
3697.3,0.096016,1.0348,81,46,391,6,19,1.4497,7,1.9762,262,1721.4,32706.6
451.52,0.35657,0.24294,23,40,523,7,25,1.0821,12,2.1072,21,128.45,3211.25
3026.2,0.12094,0.22391,41,43,425,2,38,1.0466,4,1.7516,50,298.98,11361.24
238.84,0.71596,0.16396,23,22,550,4,12,1.3392,7,1.6132,35,221.37,2656.44
2422.3,0.15523,0.55064,51,22,457,7,22,1.2588,12,2.4826,113,768.1,16898.2
6885.3,0.026288,0.23547,24,35,492,2,27,1.0981,6,2.6617,56,404.31,10916.37
1885.5,0.20472,0.42447,53,56,548,2,25,1.4228,7,1.8007,64,512.5,12812.5
5957.3,0.032229,0.26521,25,32,583,3,26,1.0347,11,1.7795,49,386.15,10039.9
1415.8,0.2804,0.5745,65,20,598,3,40,1.1338,13,1.6377,44,283.54,11341.6
5096.4,0.039636,0.28769,27,45,503,7,25,1.268,8,2.3012,76,576.15,14403.75
1013.3,0.40164,0.61236,61,36,486,5,27,1.2214,11,1.6034,64,408.94,11041.38
4302.7,0.049272,1.0987,35,33,361,6,20,1.0731,12,2.3062,126,699.45,13989
678,0.61505,0.44376,64,58,425,8,12,1.2986,11,1.951,137,884.09,10609.08
3576.1,0.062359,0.29206,30,45,449,8,40,1.3438,12,2.0142,56,367.05,14682
409.81,1.0444,0.58106,68,19,500,6,26,1.1613,12,2.8948,49,301.84,7847.84
2916.6,0.079887,0.26625,31,21,537,4,26,1.236,5,1.7986,59,428.5,11141
208.78,2.0979,0.34738,61,43,386,3,38,1.0116,6,1.6933,30,148.24,5633.12
2324.3,0.10455,0.14062,28,46,419,4,11,1.3964,5,2.4692,207,1611.8,17729.8
1799.2,0.14118,0.40212,39,22,470,8,38,1.4155,7,1.7224,56,340.9,12954.2
5803.1,0.079095,0.66538,93,58,408,6,23,1.2042,5,1.5459,249,1585.5,36466.5
1341.2,0.19684,0.21789,30,35,566,4,18,1.1936,12,2.3466,52,413.84,7449.12
4953.9,0.094673,0.26298,63,29,537,3,15,1.2754,8,2.2364,304,2707.3,40609.5
950.34,0.28832,0.31422,34,51,477,7,33,1.4452,9,2.4697,43,277.11,9144.63
4171.8,0.11482,0.32068,73,39,587,7,21,1.2864,9,2.1872,137,1231.6,25863.6
626.65,0.4548,0.56444,41,52,581,5,29,1.4063,5,2.379,32,234.33,6795.57
3456.8,0.14175,0.22521,66,18,460,7,22,1.364,7,2.8376,201,1411.8,31059.6
370.12,0.79704,0.61992,39,46,589,2,15,1.0099,10,1.6082,31,222,3330
2809,0.035599,0.32997,14,30,597,8,33,1.4563,10,2.3703,24,191.19,6309.27
180.74,1.6875,0.42962,38,39,501,5,35,1.2582,12,2.9295,26,139.43,4880.05
2228.4,0.049363,0.60668,21,47,518,6,24,1.0222,12,1.6567,27,175.14,4203.36
1714.9,0.070558,0.46095,20,19,453,5,39,1.0605,6,1.6291,23,118.56,4623.84
5651,0.057689,0.6867,40,21,565,2,16,1.0219,11,2.5565,138,1150.4,18406.4
1268.6,0.10327,0.28427,22,60,513,4,27,1.0632,9,1.8038,19,135.88,3668.76
4813.4,0.069805,0.47627,42,26,473,4,26,1.0415,13,2.445,86,599.61,15589.86
889.37,0.15854,0.18723,21,43,498,2,14,1.0893,9,1.8122,34,228.11,3193.54
